item_index,step_num,question_type,question,answer,answer_binary,subject,title,num_steps
223,2,question_interaction_2,Is the Airman is angry bowing to the Airman wearing lip piercings?,no,0,Airman (Air Force),,6
223,3,question_attr_1,Is there an Airman with laptop in hand?,yes,1,Airman (Air Force),,6
223,3,question_attr_2,Is there an Airman with undercut hair?,yes,1,Airman (Air Force),,6
223,3,question_attr_3,Is there an Airman is angry?,no,0,Airman (Air Force),,6
223,3,question_attr_4,Is there an Airman wearing lip piercings?,no,0,Airman (Air Force),,6
223,3,question_count,Are there four Airmen?,yes,1,Airman (Air Force),,6
223,3,question_interaction_1,Is the Airman with laptop in hand pointing an accusatory finger at the Airman with undercut hair?,no,0,Airman (Air Force),,6
223,3,question_interaction_2,Is the Airman is angry bowing to the Airman wearing lip piercings?,no,0,Airman (Air Force),,6
223,4,question_attr_1,Is there an Airman with laptop in hand?,yes,1,Airman (Air Force),,6
223,4,question_attr_2,Is there an Airman with undercut hair?,yes,1,Airman (Air Force),,6
223,4,question_attr_3,Is there an Airman is angry?,no,0,Airman (Air Force),,6
223,4,question_attr_4,Is there an Airman wearing lip piercings?,no,0,Airman (Air Force),,6
223,4,question_count,Are there four Airmen?,yes,1,Airman (Air Force),,6
223,4,question_interaction_1,Is the Airman with laptop in hand pointing an accusatory finger at the Airman with undercut hair?,no,0,Airman (Air Force),,6
223,4,question_interaction_2,Is the Airman is angry bowing to the Airman wearing lip piercings?,no,0,Airman (Air Force),,6
224,1,question_attr_1,Is there a Flight Attendant with white hair?,yes,1,Flight Attendant,,6
224,1,question_attr_2,Is there a Flight Attendant wearing glasses?,yes,1,Flight Attendant,,6
224,1,question_attr_3,Is there a Flight Attendant with tablet in hand?,no,0,Flight Attendant,,6
224,1,question_attr_4,Is there a Flight Attendant is excited?,no,0,Flight Attendant,,6
224,1,question_count,Are there four Flight Attendants?,no,0,Flight Attendant,,6
224,1,question_interaction_1,"Is the Flight Attendant with white hair assembling something, reading instructions together with the Flight Attendant wearing glasses?",no,0,Flight Attendant,,6
224,1,question_interaction_2,Is the Flight Attendant with tablet in hand kneeling before someone with the Flight Attendant is excited?,no,0,Flight Attendant,,6
224,2,question_attr_1,Is there a Flight Attendant with white hair?,yes,1,Flight Attendant,,6
224,2,question_attr_2,Is there a Flight Attendant wearing glasses?,yes,1,Flight Attendant,,6
224,2,question_attr_3,Is there a Flight Attendant with tablet in hand?,yes,1,Flight Attendant,,6
224,2,question_attr_4,Is there a Flight Attendant is excited?,no,0,Flight Attendant,,6
224,2,question_count,Are there four Flight Attendants?,no,0,Flight Attendant,,6
224,2,question_interaction_1,"Is the Flight Attendant with white hair assembling something, reading instructions together with the Flight Attendant wearing glasses?",no,0,Flight Attendant,,6
224,2,question_interaction_2,Is the Flight Attendant with tablet in hand kneeling before someone with the Flight Attendant is excited?,no,0,Flight Attendant,,6
224,3,question_attr_1,Is there a Flight Attendant with white hair?,yes,1,Flight Attendant,,6
224,3,question_attr_2,Is there a Flight Attendant wearing glasses?,yes,1,Flight Attendant,,6
224,3,question_attr_3,Is there a Flight Attendant with tablet in hand?,yes,1,Flight Attendant,,6
224,3,question_attr_4,Is there a Flight Attendant is excited?,yes,1,Flight Attendant,,6
224,3,question_count,Are there four Flight Attendants?,no,0,Flight Attendant,,6
224,3,question_interaction_1,"Is the Flight Attendant with white hair assembling something, reading instructions together with the Flight Attendant wearing glasses?",no,0,Flight Attendant,,6
224,3,question_interaction_2,Is the Flight Attendant with tablet in hand kneeling before someone with the Flight Attendant is excited?,no,0,Flight Attendant,,6
224,4,question_attr_1,Is there a Flight Attendant with white hair?,yes,1,Flight Attendant,,6
224,4,question_attr_2,Is there a Flight Attendant wearing glasses?,yes,1,Flight Attendant,,6
224,4,question_attr_3,Is there a Flight Attendant with tablet in hand?,yes,1,Flight Attendant,,6
224,4,question_attr_4,Is there a Flight Attendant is excited?,no,0,Flight Attendant,,6
224,4,question_count,Are there four Flight Attendants?,no,0,Flight Attendant,,6
224,4,question_interaction_1,"Is the Flight Attendant with white hair assembling something, reading instructions together with the Flight Attendant wearing glasses?",no,0,Flight Attendant,,6
224,4,question_interaction_2,Is the Flight Attendant with tablet in hand kneeling before someone with the Flight Attendant is excited?,no,0,Flight Attendant,,6
225,1,question_attr_1,Is there an Electrician with backpack in hand?,no,0,Electrician,,6
225,1,question_attr_2,Is there an Electrician with blonde hair?,no,0,Electrician,,6
225,1,question_attr_3,Is there an Electrician wearing watch?,no,0,Electrician,,6
225,1,question_attr_4,Is there an Electrician with beard?,yes,1,Electrician,,6
225,1,question_count,Are there four Electricians?,no,0,Electrician,,6
225,1,question_interaction_1,Is the Electrician with backpack in hand whispering a secret into the other's ear with the Electrician with blonde hair?,no,0,Electrician,,6
225,1,question_interaction_2,Is the Electrician wearing watch one person crossing their arms and glaring while the other tries to talk with the Electrician with beard?,no,0,Electrician,,6
225,2,question_attr_1,Is there an Electrician with backpack in hand?,no,0,Electrician,,6
225,2,question_attr_2,Is there an Electrician with blonde hair?,yes,1,Electrician,,6
225,2,question_attr_3,Is there an Electrician wearing watch?,no,0,Electrician,,6
225,2,question_attr_4,Is there an Electrician with beard?,no,0,Electrician,,6
225,2,question_count,Are there four Electricians?,no,0,Electrician,,6
225,2,question_interaction_1,Is the Electrician with backpack in hand whispering a secret into the other's ear with the Electrician with blonde hair?,no,0,Electrician,,6
225,2,question_interaction_2,Is the Electrician wearing watch one person crossing their arms and glaring while the other tries to talk with the Electrician with beard?,no,0,Electrician,,6
225,3,question_attr_1,Is there an Electrician with backpack in hand?,no,0,Electrician,,6
225,3,question_attr_2,Is there an Electrician with blonde hair?,yes,1,Electrician,,6
225,3,question_attr_3,Is there an Electrician wearing watch?,yes,1,Electrician,,6
225,3,question_attr_4,Is there an Electrician with beard?,yes,1,Electrician,,6
225,3,question_count,Are there four Electricians?,no,0,Electrician,,6
225,3,question_interaction_1,Is the Electrician with backpack in hand whispering a secret into the other's ear with the Electrician with blonde hair?,no,0,Electrician,,6
225,3,question_interaction_2,Is the Electrician wearing watch one person crossing their arms and glaring while the other tries to talk with the Electrician with beard?,no,0,Electrician,,6
225,4,question_attr_1,Is there an Electrician with backpack in hand?,no,0,Electrician,,6
225,4,question_attr_2,Is there an Electrician with blonde hair?,yes,1,Electrician,,6
225,4,question_attr_3,Is there an Electrician wearing watch?,yes,1,Electrician,,6
225,4,question_attr_4,Is there an Electrician with beard?,yes,1,Electrician,,6
225,4,question_count,Are there four Electricians?,no,0,Electrician,,6
225,4,question_interaction_1,Is the Electrician with backpack in hand whispering a secret into the other's ear with the Electrician with blonde hair?,no,0,Electrician,,6
225,4,question_interaction_2,Is the Electrician wearing watch one person crossing their arms and glaring while the other tries to talk with the Electrician with beard?,no,0,Electrician,,6
229,1,question_attr_1,Is there a Sailor wearing leather gloves?,no,0,Sailor (Navy),,6
229,1,question_attr_2,Is there a Sailor with tablet in hand?,no,0,Sailor (Navy),,6
229,1,question_attr_3,Is there a Sailor with Coffee cup in hand?,no,0,Sailor (Navy),,6
229,1,question_attr_4,Is there a Sailor with curly hair?,yes,1,Sailor (Navy),,6
229,1,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
229,1,question_interaction_1,Is the Sailor wearing leather gloves waving to each other with the Sailor with tablet in hand?,no,0,Sailor (Navy),,6
229,1,question_interaction_2,Is the Sailor with Coffee cup in hand pouring the other a cup of tea or coffee with the Sailor with curly hair?,no,0,Sailor (Navy),,6
229,2,question_attr_1,Is there a Sailor wearing leather gloves?,yes,1,Sailor (Navy),,6
229,2,question_attr_2,Is there a Sailor with tablet in hand?,yes,1,Sailor (Navy),,6
229,2,question_attr_3,Is there a Sailor with Coffee cup in hand?,no,0,Sailor (Navy),,6
229,2,question_attr_4,Is there a Sailor with curly hair?,no,0,Sailor (Navy),,6
229,2,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
229,2,question_interaction_1,Is the Sailor wearing leather gloves waving to each other with the Sailor with tablet in hand?,no,0,Sailor (Navy),,6
229,2,question_interaction_2,Is the Sailor with Coffee cup in hand pouring the other a cup of tea or coffee with the Sailor with curly hair?,no,0,Sailor (Navy),,6
229,3,question_attr_1,Is there a Sailor wearing leather gloves?,yes,1,Sailor (Navy),,6
229,3,question_attr_2,Is there a Sailor with tablet in hand?,yes,1,Sailor (Navy),,6
229,3,question_attr_3,Is there a Sailor with Coffee cup in hand?,no,0,Sailor (Navy),,6
229,3,question_attr_4,Is there a Sailor with curly hair?,yes,1,Sailor (Navy),,6
229,3,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
229,3,question_interaction_1,Is the Sailor wearing leather gloves waving to each other with the Sailor with tablet in hand?,no,0,Sailor (Navy),,6
229,3,question_interaction_2,Is the Sailor with Coffee cup in hand pouring the other a cup of tea or coffee with the Sailor with curly hair?,no,0,Sailor (Navy),,6
229,4,question_attr_1,Is there a Sailor wearing leather gloves?,no,0,Sailor (Navy),,6
229,4,question_attr_2,Is there a Sailor with tablet in hand?,yes,1,Sailor (Navy),,6
229,4,question_attr_3,Is there a Sailor with Coffee cup in hand?,no,0,Sailor (Navy),,6
229,4,question_attr_4,Is there a Sailor with curly hair?,yes,1,Sailor (Navy),,6
229,4,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
229,4,question_interaction_1,Is the Sailor wearing leather gloves waving to each other with the Sailor with tablet in hand?,no,0,Sailor (Navy),,6
229,4,question_interaction_2,Is the Sailor with Coffee cup in hand pouring the other a cup of tea or coffee with the Sailor with curly hair?,no,0,Sailor (Navy),,6
234,1,question_attr_1,Is there a Referee / Umpire with sideburns?,no,0,Referee / Umpire,,6
234,1,question_attr_2,Is there a Referee / Umpire with bun hair?,yes,1,Referee / Umpire,,6
234,1,question_attr_3,Is there a Referee / Umpire with soda can in hand?,no,0,Referee / Umpire,,6
234,1,question_attr_4,Is there a Referee / Umpire wearing leather gloves?,no,0,Referee / Umpire,,6
234,1,question_count,Are there four Referee / Umpires?,no,0,Referee / Umpire,,6
234,1,question_interaction_1,Is the Referee / Umpire with sideburns pouring each other a cup of tea or coffee with the Referee / Umpire with bun hair?,no,0,Referee / Umpire,,6
234,1,question_interaction_2,Is the Referee / Umpire with soda can in hand whispering a secret into the other's ear with the Referee / Umpire wearing leather gloves?,no,0,Referee / Umpire,,6
234,2,question_attr_1,Is there a Referee / Umpire with sideburns?,yes,1,Referee / Umpire,,6
234,2,question_attr_2,Is there a Referee / Umpire with bun hair?,yes,1,Referee / Umpire,,6
234,2,question_attr_3,Is there a Referee / Umpire with soda can in hand?,no,0,Referee / Umpire,,6
234,2,question_attr_4,Is there a Referee / Umpire wearing leather gloves?,no,0,Referee / Umpire,,6
234,2,question_count,Are there four Referee / Umpires?,no,0,Referee / Umpire,,6
234,2,question_interaction_1,Is the Referee / Umpire with sideburns pouring each other a cup of tea or coffee with the Referee / Umpire with bun hair?,no,0,Referee / Umpire,,6
234,2,question_interaction_2,Is the Referee / Umpire with soda can in hand whispering a secret into the other's ear with the Referee / Umpire wearing leather gloves?,no,0,Referee / Umpire,,6
234,3,question_attr_1,Is there a Referee / Umpire with sideburns?,yes,1,Referee / Umpire,,6
234,3,question_attr_2,Is there a Referee / Umpire with bun hair?,yes,1,Referee / Umpire,,6
234,3,question_attr_3,Is there a Referee / Umpire with soda can in hand?,yes,1,Referee / Umpire,,6
234,3,question_attr_4,Is there a Referee / Umpire wearing leather gloves?,yes,1,Referee / Umpire,,6
234,3,question_count,Are there four Referee / Umpires?,yes,1,Referee / Umpire,,6
234,3,question_interaction_1,Is the Referee / Umpire with sideburns pouring each other a cup of tea or coffee with the Referee / Umpire with bun hair?,no,0,Referee / Umpire,,6
234,3,question_interaction_2,Is the Referee / Umpire with soda can in hand whispering a secret into the other's ear with the Referee / Umpire wearing leather gloves?,yes,1,Referee / Umpire,,6
234,4,question_attr_1,Is there a Referee / Umpire with sideburns?,yes,1,Referee / Umpire,,6
234,4,question_attr_2,Is there a Referee / Umpire with bun hair?,yes,1,Referee / Umpire,,6
234,4,question_attr_3,Is there a Referee / Umpire with soda can in hand?,yes,1,Referee / Umpire,,6
234,4,question_attr_4,Is there a Referee / Umpire wearing leather gloves?,yes,1,Referee / Umpire,,6
234,4,question_count,Are there four Referee / Umpires?,yes,1,Referee / Umpire,,6
234,4,question_interaction_1,Is the Referee / Umpire with sideburns pouring each other a cup of tea or coffee with the Referee / Umpire with bun hair?,no,0,Referee / Umpire,,6
234,4,question_interaction_2,Is the Referee / Umpire with soda can in hand whispering a secret into the other's ear with the Referee / Umpire wearing leather gloves?,yes,1,Referee / Umpire,,6
235,1,question_attr_1,Is there an Airline Pilot with sideburns?,no,0,Airline Pilot,,6
235,1,question_attr_2,Is there an Airline Pilot with tattoos on leg?,no,0,Airline Pilot,,6
235,1,question_attr_3,Is there an Airline Pilot wearing sunglasses?,no,0,Airline Pilot,,6
235,1,question_attr_4,Is there an Airline Pilot is determined?,no,0,Airline Pilot,,6
235,1,question_count,Are there four Airline Pilots?,no,0,Airline Pilot,,6
235,1,question_interaction_1,Is the Airline Pilot with sideburns kneeling before someone with the Airline Pilot with tattoos on leg?,no,0,Airline Pilot,,6
235,1,question_interaction_2,Is the Airline Pilot wearing sunglasses taking a pulse with the Airline Pilot is determined?,no,0,Airline Pilot,,6
235,2,question_attr_1,Is there an Airline Pilot with sideburns?,yes,1,Airline Pilot,,6
235,2,question_attr_2,Is there an Airline Pilot with tattoos on leg?,yes,1,Airline Pilot,,6
235,2,question_attr_3,Is there an Airline Pilot wearing sunglasses?,no,0,Airline Pilot,,6
235,2,question_attr_4,Is there an Airline Pilot is determined?,no,0,Airline Pilot,,6
235,2,question_count,Are there four Airline Pilots?,no,0,Airline Pilot,,6
235,2,question_interaction_1,Is the Airline Pilot with sideburns kneeling before someone with the Airline Pilot with tattoos on leg?,no,0,Airline Pilot,,6
235,2,question_interaction_2,Is the Airline Pilot wearing sunglasses taking a pulse with the Airline Pilot is determined?,no,0,Airline Pilot,,6
235,3,question_attr_1,Is there an Airline Pilot with sideburns?,yes,1,Airline Pilot,,6
235,3,question_attr_2,Is there an Airline Pilot with tattoos on leg?,yes,1,Airline Pilot,,6
235,3,question_attr_3,Is there an Airline Pilot wearing sunglasses?,no,0,Airline Pilot,,6
235,3,question_attr_4,Is there an Airline Pilot is determined?,no,0,Airline Pilot,,6
235,3,question_count,Are there four Airline Pilots?,yes,1,Airline Pilot,,6
235,3,question_interaction_1,Is the Airline Pilot with sideburns kneeling before someone with the Airline Pilot with tattoos on leg?,no,0,Airline Pilot,,6
235,3,question_interaction_2,Is the Airline Pilot wearing sunglasses taking a pulse with the Airline Pilot is determined?,no,0,Airline Pilot,,6
235,4,question_attr_1,Is there an Airline Pilot with sideburns?,yes,1,Airline Pilot,,6
235,4,question_attr_2,Is there an Airline Pilot with tattoos on leg?,yes,1,Airline Pilot,,6
235,4,question_attr_3,Is there an Airline Pilot wearing sunglasses?,no,0,Airline Pilot,,6
235,4,question_attr_4,Is there an Airline Pilot is determined?,error,-1,Airline Pilot,,6
235,4,question_count,Are there four Airline Pilots?,yes,1,Airline Pilot,,6
235,4,question_interaction_1,Is the Airline Pilot with sideburns kneeling before someone with the Airline Pilot with tattoos on leg?,no,0,Airline Pilot,,6
235,4,question_interaction_2,Is the Airline Pilot wearing sunglasses taking a pulse with the Airline Pilot is determined?,no,0,Airline Pilot,,6
243,1,question_attr_1,Is there a Nurse is content?,no,0,Nurse,,6
243,1,question_attr_2,Is there a Nurse wearing sunglasses?,no,0,Nurse,,6
243,1,question_attr_3,Is there a Nurse is worried?,no,0,Nurse,,6
243,1,question_attr_4,Is there a Nurse is tired?,no,0,Nurse,,6
243,1,question_count,Are there four Nurses?,no,0,Nurse,,6
243,1,question_interaction_1,Is the Nurse is content pouring the other a cup of tea or coffee with the Nurse wearing sunglasses?,no,0,Nurse,,6
243,1,question_interaction_2,Is the Nurse is worried one person shouting while the other looks away with the Nurse is tired?,no,0,Nurse,,6
243,2,question_attr_1,Is there a Nurse is content?,yes,1,Nurse,,6
243,2,question_attr_2,Is there a Nurse wearing sunglasses?,yes,1,Nurse,,6
243,2,question_attr_3,Is there a Nurse is worried?,no,0,Nurse,,6
243,2,question_attr_4,Is there a Nurse is tired?,no,0,Nurse,,6
243,2,question_count,Are there four Nurses?,no,0,Nurse,,6
243,2,question_interaction_1,Is the Nurse is content pouring the other a cup of tea or coffee with the Nurse wearing sunglasses?,yes,1,Nurse,,6
243,2,question_interaction_2,Is the Nurse is worried one person shouting while the other looks away with the Nurse is tired?,no,0,Nurse,,6
243,3,question_attr_1,Is there a Nurse is content?,yes,1,Nurse,,6
243,3,question_attr_2,Is there a Nurse wearing sunglasses?,yes,1,Nurse,,6
243,3,question_attr_3,Is there a Nurse is worried?,no,0,Nurse,,6
243,3,question_attr_4,Is there a Nurse is tired?,no,0,Nurse,,6
243,3,question_count,Are there four Nurses?,yes,1,Nurse,,6
243,3,question_interaction_1,Is the Nurse is content pouring the other a cup of tea or coffee with the Nurse wearing sunglasses?,no,0,Nurse,,6
243,3,question_interaction_2,Is the Nurse is worried one person shouting while the other looks away with the Nurse is tired?,no,0,Nurse,,6
243,4,question_attr_1,Is there a Nurse is content?,yes,1,Nurse,,6
243,4,question_attr_2,Is there a Nurse wearing sunglasses?,yes,1,Nurse,,6
243,4,question_attr_3,Is there a Nurse is worried?,no,0,Nurse,,6
243,4,question_attr_4,Is there a Nurse is tired?,no,0,Nurse,,6
243,4,question_count,Are there four Nurses?,yes,1,Nurse,,6
243,4,question_interaction_1,Is the Nurse is content pouring the other a cup of tea or coffee with the Nurse wearing sunglasses?,no,0,Nurse,,6
243,4,question_interaction_2,Is the Nurse is worried one person shouting while the other looks away with the Nurse is tired?,no,0,Nurse,,6
245,1,question_attr_1,Is there a Sailor wearing latex gloves?,no,0,Sailor (Navy),,6
245,1,question_attr_2,Is there a Sailor is clean-shaven?,no,0,Sailor (Navy),,6
245,1,question_attr_3,Is there a Sailor with black hair?,yes,1,Sailor (Navy),,6
245,1,question_attr_4,Is there a Sailor is tired?,no,0,Sailor (Navy),,6
245,1,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
245,1,question_interaction_1,Is the Sailor wearing latex gloves kneeling before the Sailor is clean-shaven?,no,0,Sailor (Navy),,6
245,1,question_interaction_2,Is the Sailor with black hair pointing an accusatory finger at the Sailor is tired?,no,0,Sailor (Navy),,6
245,2,question_attr_1,Is there a Sailor wearing latex gloves?,yes,1,Sailor (Navy),,6
245,2,question_attr_2,Is there a Sailor is clean-shaven?,yes,1,Sailor (Navy),,6
245,2,question_attr_3,Is there a Sailor with black hair?,no,0,Sailor (Navy),,6
245,2,question_attr_4,Is there a Sailor is tired?,no,0,Sailor (Navy),,6
245,2,question_count,Are there four Sailors?,no,0,Sailor (Navy),,6
245,2,question_interaction_1,Is the Sailor wearing latex gloves kneeling before the Sailor is clean-shaven?,yes,1,Sailor (Navy),,6
245,2,question_interaction_2,Is the Sailor with black hair pointing an accusatory finger at the Sailor is tired?,no,0,Sailor (Navy),,6
245,3,question_attr_1,Is there a Sailor wearing latex gloves?,yes,1,Sailor (Navy),,6
245,3,question_attr_2,Is there a Sailor is clean-shaven?,yes,1,Sailor (Navy),,6
245,3,question_attr_3,Is there a Sailor with black hair?,yes,1,Sailor (Navy),,6
245,3,question_attr_4,Is there a Sailor is tired?,no,0,Sailor (Navy),,6
245,3,question_count,Are there four Sailors?,yes,1,Sailor (Navy),,6
245,3,question_interaction_1,Is the Sailor wearing latex gloves kneeling before the Sailor is clean-shaven?,yes,1,Sailor (Navy),,6
245,3,question_interaction_2,Is the Sailor with black hair pointing an accusatory finger at the Sailor is tired?,no,0,Sailor (Navy),,6
245,4,question_attr_1,Is there a Sailor wearing latex gloves?,yes,1,Sailor (Navy),,6
245,4,question_attr_2,Is there a Sailor is clean-shaven?,yes,1,Sailor (Navy),,6
245,4,question_attr_3,Is there a Sailor with black hair?,yes,1,Sailor (Navy),,6
245,4,question_attr_4,Is there a Sailor is tired?,no,0,Sailor (Navy),,6
245,4,question_count,Are there four Sailors?,yes,1,Sailor (Navy),,6
245,4,question_interaction_1,Is the Sailor wearing latex gloves kneeling before the Sailor is clean-shaven?,yes,1,Sailor (Navy),,6
245,4,question_interaction_2,Is the Sailor with black hair pointing an accusatory finger at the Sailor is tired?,no,0,Sailor (Navy),,6
247,1,question_attr_1,Is there a Bouncer is joyful?,yes,1,Bouncer,,6
247,1,question_attr_2,Is there a Bouncer has blue eyes?,no,0,Bouncer,,6
247,1,question_attr_3,Is there a Bouncer wearing sunglasses?,no,0,Bouncer,,6
247,1,question_attr_4,Is there a Bouncer with camera in hand?,no,0,Bouncer,,6
247,1,question_count,Are there four Bouncers?,no,0,Bouncer,,6
247,1,question_interaction_1,Is the Bouncer is joyful having a fist bump with the Bouncer has blue eyes?,no,0,Bouncer,,6
247,1,question_interaction_2,Is the Bouncer wearing sunglasses waving to each other with the Bouncer with camera in hand?,yes,1,Bouncer,,6
247,2,question_attr_1,Is there a Bouncer is joyful?,yes,1,Bouncer,,6
247,2,question_attr_2,Is there a Bouncer has blue eyes?,no,0,Bouncer,,6
247,2,question_attr_3,Is there a Bouncer wearing sunglasses?,no,0,Bouncer,,6
247,2,question_attr_4,Is there a Bouncer with camera in hand?,no,0,Bouncer,,6
247,2,question_count,Are there four Bouncers?,no,0,Bouncer,,6
247,2,question_interaction_1,Is the Bouncer is joyful having a fist bump with the Bouncer has blue eyes?,no,0,Bouncer,,6
247,2,question_interaction_2,Is the Bouncer wearing sunglasses waving to each other with the Bouncer with camera in hand?,no,0,Bouncer,,6
247,3,question_attr_1,Is there a Bouncer is joyful?,yes,1,Bouncer,,6
247,3,question_attr_2,Is there a Bouncer has blue eyes?,no,0,Bouncer,,6
247,3,question_attr_3,Is there a Bouncer wearing sunglasses?,yes,1,Bouncer,,6
247,3,question_attr_4,Is there a Bouncer with camera in hand?,no,0,Bouncer,,6
247,3,question_count,Are there four Bouncers?,no,0,Bouncer,,6
247,3,question_interaction_1,Is the Bouncer is joyful having a fist bump with the Bouncer has blue eyes?,no,0,Bouncer,,6
247,3,question_interaction_2,Is the Bouncer wearing sunglasses waving to each other with the Bouncer with camera in hand?,yes,1,Bouncer,,6
247,4,question_attr_1,Is there a Bouncer is joyful?,yes,1,Bouncer,,6
247,4,question_attr_2,Is there a Bouncer has blue eyes?,no,0,Bouncer,,6
247,4,question_attr_3,Is there a Bouncer wearing sunglasses?,yes,1,Bouncer,,6
247,4,question_attr_4,Is there a Bouncer with camera in hand?,no,0,Bouncer,,6
247,4,question_count,Are there four Bouncers?,no,0,Bouncer,,6
247,4,question_interaction_1,Is the Bouncer is joyful having a fist bump with the Bouncer has blue eyes?,no,0,Bouncer,,6
247,4,question_interaction_2,Is the Bouncer wearing sunglasses waving to each other with the Bouncer with camera in hand?,yes,1,Bouncer,,6
252,1,question_attr_1,Is there an Electrician with briefcase in hand?,no,0,Electrician,,6
252,1,question_attr_2,Is there an Electrician wearing earrings?,no,0,Electrician,,6
252,1,question_attr_3,Is there an Electrician with apple in hand?,no,0,Electrician,,6
252,1,question_attr_4,Is there an Electrician with green eyes?,no,0,Electrician,,6
252,1,question_count,Are there four Electricians?,no,0,Electrician,,6
252,1,question_interaction_1,Is the Electrician with briefcase in hand turning their back on the Electrician wearing earrings while speaking?,no,0,Electrician,,6
252,1,question_interaction_2,Is the Electrician with apple in hand shaking hands with the Electrician with green eyes?,no,0,Electrician,,6
252,2,question_attr_1,Is there an Electrician with briefcase in hand?,yes,1,Electrician,,6
252,2,question_attr_2,Is there an Electrician wearing earrings?,yes,1,Electrician,,6
252,2,question_attr_3,Is there an Electrician with apple in hand?,no,0,Electrician,,6
252,2,question_attr_4,Is there an Electrician with green eyes?,no,0,Electrician,,6
252,2,question_count,Are there four Electricians?,no,0,Electrician,,6
252,2,question_interaction_1,Is the Electrician with briefcase in hand turning their back on the Electrician wearing earrings while speaking?,no,0,Electrician,,6
252,2,question_interaction_2,Is the Electrician with apple in hand shaking hands with the Electrician with green eyes?,no,0,Electrician,,6
252,3,question_attr_1,Is there an Electrician with briefcase in hand?,yes,1,Electrician,,6
252,3,question_attr_2,Is there an Electrician wearing earrings?,yes,1,Electrician,,6
252,3,question_attr_3,Is there an Electrician with apple in hand?,yes,1,Electrician,,6
252,3,question_attr_4,Is there an Electrician with green eyes?,no,0,Electrician,,6
252,3,question_count,Are there four Electricians?,no,0,Electrician,,6
252,3,question_interaction_1,Is the Electrician with briefcase in hand turning their back on the Electrician wearing earrings while speaking?,no,0,Electrician,,6
252,3,question_interaction_2,Is the Electrician with apple in hand shaking hands with the Electrician with green eyes?,no,0,Electrician,,6
252,4,question_attr_1,Is there an Electrician with briefcase in hand?,yes,1,Electrician,,6
252,4,question_attr_2,Is there an Electrician wearing earrings?,yes,1,Electrician,,6
252,4,question_attr_3,Is there an Electrician with apple in hand?,yes,1,Electrician,,6
252,4,question_attr_4,Is there an Electrician with green eyes?,yes,1,Electrician,,6
252,4,question_count,Are there four Electricians?,yes,1,Electrician,,6
252,4,question_interaction_1,Is the Electrician with briefcase in hand turning their back on the Electrician wearing earrings while speaking?,no,0,Electrician,,6
252,4,question_interaction_2,Is the Electrician with apple in hand shaking hands with the Electrician with green eyes?,yes,1,Electrician,,6
254,1,question_attr_1,Is there a Supermarket Employee laughing?,no,0,Supermarket Employee,,6
254,1,question_attr_2,Is there a Supermarket Employee with tattoos on leg?,no,0,Supermarket Employee,,6
254,1,question_attr_3,Is there a Supermarket Employee with braids hair?,no,0,Supermarket Employee,,6
254,1,question_attr_4,Is there a Supermarket Employee is determined?,no,0,Supermarket Employee,,6
254,1,question_count,Are there four Supermarket Employees?,no,0,Supermarket Employee,,6
254,1,question_interaction_1,Is the Supermarket Employee laughing high-five with the Supermarket Employee with tattoos on leg?,no,0,Supermarket Employee,,6
254,1,question_interaction_2,Is the Supermarket Employee with braids hair pouring the other a cup of tea or coffee with the Supermarket Employee is determined?,no,0,Supermarket Employee,,6
254,2,question_attr_1,Is there a Supermarket Employee laughing?,no,0,Supermarket Employee,,6
254,2,question_attr_2,Is there a Supermarket Employee with tattoos on leg?,yes,1,Supermarket Employee,,6
254,2,question_attr_3,Is there a Supermarket Employee with braids hair?,no,0,Supermarket Employee,,6
254,2,question_attr_4,Is there a Supermarket Employee is determined?,no,0,Supermarket Employee,,6
254,2,question_count,Are there four Supermarket Employees?,no,0,Supermarket Employee,,6
254,2,question_interaction_1,Is the Supermarket Employee laughing high-five with the Supermarket Employee with tattoos on leg?,yes,1,Supermarket Employee,,6
254,2,question_interaction_2,Is the Supermarket Employee with braids hair pouring the other a cup of tea or coffee with the Supermarket Employee is determined?,no,0,Supermarket Employee,,6
254,3,question_attr_1,Is there a Supermarket Employee laughing?,yes,1,Supermarket Employee,,6
254,3,question_attr_2,Is there a Supermarket Employee with tattoos on leg?,yes,1,Supermarket Employee,,6
254,3,question_attr_3,Is there a Supermarket Employee with braids hair?,yes,1,Supermarket Employee,,6
254,3,question_attr_4,Is there a Supermarket Employee is determined?,no,0,Supermarket Employee,,6
254,3,question_count,Are there four Supermarket Employees?,no,0,Supermarket Employee,,6
254,3,question_interaction_1,Is the Supermarket Employee laughing high-five with the Supermarket Employee with tattoos on leg?,yes,1,Supermarket Employee,,6
254,3,question_interaction_2,Is the Supermarket Employee with braids hair pouring the other a cup of tea or coffee with the Supermarket Employee is determined?,no,0,Supermarket Employee,,6
254,4,question_attr_1,Is there a Supermarket Employee laughing?,yes,1,Supermarket Employee,,6
254,4,question_attr_2,Is there a Supermarket Employee with tattoos on leg?,yes,1,Supermarket Employee,,6
254,4,question_attr_3,Is there a Supermarket Employee with braids hair?,yes,1,Supermarket Employee,,6
